cod_proposta,cod_cliente,cod_colaborador,data_entrada_proposta,taxa_juros_mensal,valor_proposta,valor_financiamento,valor_entrada,valor_prestacao,quantidade_parcelas,carencia,status_proposta
288,684,99,2010-06-03 04:04:33 UTC,0.0211,154699.66658385398,216491.47,61791.803416146031,5157.04578749289,48,5,Enviada
450,936,99,2010-04-13 21:22:16 UTC,0.0219,62883.737211249558,109115.39,46231.652788750442,2591.0515123941377,35,1,Enviada
458,492,99,2022-07-18 07:39:52 UTC,0.0115,21600.009279381964,40310.37,18710.360720618039,753.14716643303689,35,0,Enviada
682,397,99,2010-03-26 19:07:16 UTC,0.0175,154850.56457193839,187560.9,32710.335428061593,3445.5827348851326,89,5,Enviada
917,366,99,2012-07-13 15:53:52 UTC,0.0161,54342.752774220986,97311.34,42968.587225779011,1379.1224375940674,63,4,Enviada
1115,380,99,2017-10-05 18:40:10 UTC,0.0166,94737.125125820719,182392.49,87655.364874179271,2611.2043198556212,56,2,Enviada
1607,130,99,2020-08-29 02:35:37 UTC,0.023,14037.562240495752,19633.56,5595.9977595042492,1007.005944555959,17,0,Enviada
1664,805,99,2015-11-24 23:41:06 UTC,0.0206,148664.910491263,209612.6,60947.689508737,5245.0122424338233,43,6,Enviada
1688,889,99,2014-05-16 23:57:47 UTC,0.0233,101556.80947492615,162054.91,60498.100525073845,2836.8166217162034,78,2,Enviada
1724,673,99,2012-05-15 11:46:09 UTC,0.0185,62123.71634705348,119646.36,57522.643652946521,1613.054656592531,68,0,Enviada
1765,17,99,2016-06-12 02:31:57 UTC,0.0143,66588.8665357882,119811.49,53222.6234642118,5282.14873648227,14,0,Enviada
151,579,100,2012-05-10 08:11:49 UTC,0.0084,34995.300922457376,59994.2,24998.899077542621,1079.5453550536313,38,0,Enviada
561,48,100,2019-08-11 23:25:23 UTC,0.0223,51135.348666622762,82532.59,31397.241333377235,1265.1784385495775,105,0,Enviada
750,708,100,2010-12-01 22:55:57 UTC,0.018,2620.7277306158358,3465.5,844.77226938416436,67.643405214703037,67,6,Enviada
967,757,100,2018-05-20 18:15:28 UTC,0.0167,147484.4749840328,188587.3,41102.825015967173,3396.1228991796529,78,5,Enviada
1053,852,100,2014-03-12 21:45:07 UTC,0.0149,35324.850715256951,53339.03,18014.179284743052,2497.7507121535823,16,4,Enviada
1204,553,100,2018-01-02 17:13:49 UTC,0.0211,11807.622370264213,15875.49,4067.8676297357861,296.3203078114895,88,3,Enviada
1371,237,100,2012-06-09 17:41:36 UTC,0.0212,69396.059332471152,138626.51,69230.450667528858,1649.7058469000269,106,0,Enviada
1776,22,100,2014-07-17 00:32:18 UTC,0.0214,83846.89778794664,124477.48,40630.582212053356,2537.3902502145129,58,5,Enviada
3,215,1,2018-04-08 10:47:24 UTC,0.0238,154691.55997784564,214508.76,59817.200022154364,6687.29322954869,34,4,Aprovada
372,193,1,2010-03-04 19:43:32 UTC,0.0103,128429.4335347538,248837.17,120407.73646524621,2846.0983805786705,61,3,Aprovada
669,82,1,2010-11-21 13:14:49 UTC,0.0196,148806.31204116205,234174.16,85367.847958837971,3383.8786028008117,102,3,Aprovada
1837,341,1,2015-03-07 05:40:35 UTC,0.0138,161162.28853675356,228485.39,67323.101463246436,3701.8322818770621,67,6,Aprovada
214,502,2,2012-09-25 11:50:19 UTC,0.0097,76659.010400637751,133066.12,56407.109599362244,2188.8443187785288,43,6,Aprovada
596,266,2,2022-07-05 17:39:02 UTC,0.0242,131492.08202076913,206480.64,74988.557979230871,45969.006875281251,3,5,Aprovada
1021,790,2,2010-03-29 17:44:55 UTC,0.0093,83080.829875606374,140314.25,57233.420124393619,7980.7502051836273,11,4,Aprovada
1156,669,2,2022-11-03 05:06:09 UTC,0.0201,7234.2105667369833,10905.53,3671.3194332630169,210.45660765652505,59,6,Aprovada
1735,725,2,2016-11-21 07:39:18 UTC,0.0088,86125.756938118167,143359.53,57233.773061881839,1323.7901203606818,97,3,Aprovada
337,566,3,2022-12-18 20:55:58 UTC,0.008,69848.709723805892,127319.85,57471.140276194114,2628.1066967619413,30,4,Aprovada
563,435,3,2014-12-29 06:35:43 UTC,0.0183,98018.242673139117,163214.64,65196.39732686089,3602.0258408918689,38,5,Aprovada
938,154,3,2014-02-18 18:05:26 UTC,0.0242,188729.36710941914,242187.95,53458.582890580867,6137.9418165774023,57,0,Aprovada
1499,986,3,2011-11-23 08:50:33 UTC,0.009,9742.6811408173271,14569.05,4826.3688591826731,134.36328731012185,118,6,Aprovada
1500,673,3,2017-07-25 11:03:15 UTC,0.0237,153458.10971704873,186909.25,33451.140282951274,4167.4402234695162,88,1,Aprovada
1804,659,3,2012-12-17 04:00:05 UTC,0.0143,110462.59423689556,187926.74,77464.145763104432,3645.4337086167325,40,3,Aprovada
152,569,4,2015-09-03 17:27:44 UTC,0.01,102555.07807221345,151511.08,48956.001927786543,5683.1219449967839,20,2,Aprovada
785,644,5,2021-01-05 12:43:09 UTC,0.0111,100312.22808239117,142248.96,41936.731917608813,1768.1913314099781,90,6,Aprovada
1185,535,5,2017-08-01 09:47:51 UTC,0.0225,121875.11524958428,145161.31,23286.194750415718,16816.891229552653,8,5,Aprovada
1391,740,5,2021-01-28 07:57:09 UTC,0.0193,10855.041673558988,17090.85,6235.8083264410106,255.17491020883364,90,3,Aprovada
1908,380,5,2012-11-13 03:46:19 UTC,0.0239,2709.3012011262672,3343,633.6987988737327,96.577530486943871,47,4,Aprovada
614,826,6,2010-08-27 17:11:37 UTC,0.0121,44364.976860441253,53280.04,8915.0631395587516,811.83230164309771,90,6,Aprovada
1386,897,6,2018-08-22 19:58:57 UTC,0.0088,47721.432702735416,63892.83,16171.397297264586,2738.4867976392038,19,0,Aprovada
1958,643,6,2015-12-28 22:10:38 UTC,0.0091,158198.86634467123,190935.6,32736.733655328761,2975.5197486341804,73,1,Aprovada
13,112,7,2021-08-21 03:04:37 UTC,0.0217,944.00640284708652,1652.35,708.34359715291339,22.336330108121395,116,6,Aprovada
899,186,7,2018-07-07 04:36:14 UTC,0.0151,81940.148566463758,127497.71,45557.561433536241,2230.0350094273172,54,4,Aprovada
1069,304,7,2022-01-22 22:34:40 UTC,0.0164,101745.76610940573,142646.6,40900.833890594287,2052.9787627006717,103,6,Aprovada
1800,382,7,2021-08-23 13:43:00 UTC,0.0153,79373.667035330654,138677.79,59304.122964669354,27271.598007788634,3,4,Aprovada
265,481,8,2019-09-24 00:31:23 UTC,0.0127,2721.3666750868338,3718.44,997.07332491316618,52.191149356467214,86,4,Aprovada
666,626,8,2013-04-16 09:22:43 UTC,0.0081,16701.128843690913,21132.31,4431.1811563090887,452.73910558688345,44,4,Aprovada
101,827,9,2015-12-29 15:40:59 UTC,0.0179,23780.2846630219,38218.77,14438.485336978096,516.43047409280439,98,3,Aprovada
746,92,9,2011-12-01 03:32:56 UTC,0.0246,75780.235933275588,108197.34,32417.104066724409,2053.9824740805393,98,4,Aprovada
1705,585,9,2020-04-30 19:05:21 UTC,0.0245,104978.21709504665,157068.88,52090.662904953359,2843.7552946375922,97,0,Aprovada
164,59,10,2015-08-04 08:33:35 UTC,0.0213,71884.507519906329,123637.15,51752.642480093658,2299.7535713662983,52,6,Aprovada
379,797,10,2022-05-16 01:00:15 UTC,0.0186,30567.294715008913,57420.05,26852.75528499109,702.26343776777378,90,2,Aprovada
417,126,10,2020-04-25 18:08:17 UTC,0.0249,133251.20467383577,192758.12,59506.915326164235,3889.0171734892624,78,0,Aprovada
453,586,10,2013-09-17 00:09:56 UTC,0.0129,77458.864180695164,146368.08,68909.215819304824,2000.444105743336,54,1,Aprovada
479,160,10,2012-04-03 13:54:13 UTC,0.0115,106241.69184420528,129159.36,22917.668155794709,2070.4050446967376,78,4,Aprovada
542,344,10,2019-01-18 10:44:28 UTC,0.0197,64202.222009633369,118357.5,54155.277990366631,1817.7828834697232,61,0,Aprovada
585,433,10,2012-05-30 12:54:53 UTC,0.0161,43340.191174290929,68132.12,24791.928825709063,871.4144325397906,101,3,Aprovada
1485,534,10,2012-06-16 13:42:10 UTC,0.0193,23033.620088470569,34129.87,11096.249911529432,781.599583733202,44,0,Aprovada
1496,844,10,2011-09-29 00:33:30 UTC,0.0102,83829.248462960109,150136.05,66306.801537039879,1247.2705975526369,114,0,Aprovada
1529,64,10,2015-08-24 13:23:03 UTC,0.0172,125748.1304088156,228795.46,103047.32959118439,2756.9687373264405,90,4,Aprovada
1567,322,10,2018-06-16 22:36:34 UTC,0.0099,99162.608341199171,123829.91,24667.301658800829,5489.5959149004166,20,1,Aprovada
1629,989,10,2015-07-04 06:01:40 UTC,0.0111,93795.2868089558,147038.79,53243.5031910442,1517.1813346016345,105,5,Aprovada
558,304,11,2012-08-09 01:20:06 UTC,0.0093,50138.226572620079,64454.53,14316.303427379922,2639.3112321733597,21,6,Aprovada
1007,477,11,2019-06-28 23:35:10 UTC,0.0195,21308.408430384927,38455.19,17146.781569615076,715.59903681311664,45,0,Aprovada
1348,166,11,2011-06-30 02:33:11 UTC,0.0085,187368.86460209131,247972.7,60603.8353979087,7795.6609548789065,27,3,Aprovada
1698,974,11,2010-07-02 04:01:02 UTC,0.0134,102374.26021761935,181186.45,78812.189782380665,1830.276950189786,104,0,Aprovada
401,381,12,2018-09-18 04:40:05 UTC,0.0209,153936.0669859827,220403.96,66467.8930140173,14636.707558642982,12,5,Aprovada
364,124,13,2018-01-16 00:59:56 UTC,0.0089,118005.00803855035,140398.05,22393.041961449628,3137.4213465488465,46,5,Aprovada
680,305,13,2010-05-13 14:01:20 UTC,0.0142,125941.00075235598,152157.33,26216.329247644015,32610.856166414847,4,2,Aprovada
1109,868,13,2013-09-06 13:39:17 UTC,0.0232,82474.206917737349,104582.66,22108.453082262651,4384.7183828865764,25,3,Aprovada
1176,185,13,2012-05-22 15:58:45 UTC,0.0225,45004.701262414375,87601.63,42596.928737585629,1212.5842649623994,81,6,Aprovada
1323,250,13,2022-06-27 21:44:35 UTC,0.0208,35073.078474488881,61732.16,26659.081525511119,886.8602003676782,84,5,Aprovada
1338,89,13,2016-05-26 10:10:01 UTC,0.0168,1544.231778800641,2686.85,1142.6182211993589,42.31312229055154,57,2,Aprovada
148,977,14,2016-05-03 07:39:34 UTC,0.0185,21409.033170274652,33942.43,12533.396829725349,509.36585840135882,82,3,Aprovada
390,731,14,2016-08-13 09:15:47 UTC,0.0221,44905.603471390648,82678.99,37773.386528609357,1585.1640991277789,45,6,Aprovada
597,278,14,2014-02-13 05:32:13 UTC,0.0155,153339.02045807574,184273.02,30933.999541924244,6114.357662180666,32,4,Aprovada
1033,317,14,2020-11-11 02:05:05 UTC,0.0125,95334.489851278457,131387.49,36053.000148721534,1620.6433344843585,107,0,Aprovada
1855,326,14,2021-12-17 08:09:29 UTC,0.0246,77958.769824393967,132052.36,54093.590175606019,2386.1130187031386,67,0,Aprovada
1962,325,14,2013-12-21 15:52:35 UTC,0.0231,96168.125098284436,181788.59,85620.464901715561,49756.5166086992,2,3,Aprovada
1977,795,14,2016-01-23 19:08:53 UTC,0.0246,149018.70538086144,238371.53,89352.824619138555,7826.38393731372,26,4,Aprovada
477,42,15,2013-12-23 02:18:55 UTC,0.0242,127838.92769074795,186532.25,58693.322309252042,9261.9284681394147,17,6,Aprovada
879,940,15,2013-05-13 11:59:03 UTC,0.0216,31742.211609040784,55718.26,23976.048390959219,789.27593589301807,95,3,Aprovada
1308,390,15,2021-03-15 17:13:43 UTC,0.0097,38900.416234776611,57310.9,18410.483765223387,1070.9231853345404,45,4,Aprovada
1568,775,15,2011-09-11 19:27:48 UTC,0.0204,142948.13652131768,237373.46,94425.323478682316,3247.66219338842,113,0,Aprovada
376,772,16,2016-02-23 21:43:40 UTC,0.0081,132611.89519461826,249769.01,117157.11480538175,3184.5535865489883,51,0,Aprovada
924,84,16,2017-12-21 18:48:42 UTC,0.0097,102240.18850092852,160986.94,58746.751499071492,1565.312458175614,104,1,Aprovada
948,283,16,2021-08-30 05:16:24 UTC,0.0204,16374.676977565317,25075.1,8700.4230224346811,567.37213338209085,44,3,Aprovada
962,72,16,2020-10-10 16:15:03 UTC,0.0185,1649.3671825601546,2180.78,531.41281743984553,42.212958780013452,70,1,Aprovada
1135,658,16,2019-01-17 19:51:56 UTC,0.0108,53655.20194097059,84533.02,30877.818059029414,27262.986197359565,2,4,Aprovada
422,767,17,2011-05-13 19:45:21 UTC,0.0177,108673.56503523572,192219.73,83546.164964764292,5417.1466314785994,25,2,Aprovada
1290,701,17,2020-02-25 06:37:03 UTC,0.0092,42093.6604757478,65760.97,23667.309524252203,670.936377590508,94,6,Aprovada
1912,740,17,2016-05-26 17:59:59 UTC,0.0159,161208.87978153012,217634.61,56425.730218469871,7865.116636754,25,0,Aprovada
1923,283,17,2015-12-08 22:10:31 UTC,0.0122,90461.3218131765,123554.84,33093.518186823494,3833.4100553241233,28,4,Aprovada
56,692,18,2019-12-27 22:55:29 UTC,0.0126,37945.864492243825,64943.69,26997.825507756177,2792.166164137032,15,3,Aprovada
476,255,18,2022-06-18 23:21:12 UTC,0.0228,54108.813676145408,73240.14,19131.326323854595,2635.7132462021332,28,1,Aprovada
503,445,18,2014-02-09 10:10:20 UTC,0.0197,22005.790852732342,37966.99,15961.199147267656,3000.1232736752936,8,0,Aprovada
608,765,18,2015-03-23 18:00:36 UTC,0.0212,37628.031702491513,45367.34,7739.3082975084853,1362.0536538069714,42,0,Aprovada
793,677,18,2021-07-02 08:38:23 UTC,0.0088,182648.98593278741,227647.2,44998.2140672126,5326.0935115623079,41,0,Aprovada
900,29,18,2011-10-18 17:50:52 UTC,0.0201,32170.918952929864,62254.76,30083.841047070138,2371.2695477022717,16,4,Aprovada
1098,456,18,2013-05-25 07:37:01 UTC,0.0227,73201.535664838608,95229.01,22027.474335161391,1782.2262197503385,120,6,Aprovada
1187,86,18,2020-12-17 04:14:39 UTC,0.0205,127345.89542178634,162276.53,34930.634578213663,3399.1485958378257,72,1,Aprovada
1565,954,18,2016-05-29 22:28:51 UTC,0.0154,130883.38462236666,173686.83,42803.445377633318,4184.572879252155,43,1,Aprovada
1651,701,18,2012-11-28 06:18:36 UTC,0.0178,146684.83646635892,186257.79,39572.953533641077,3414.536930286291,82,0,Aprovada
36,417,19,2014-11-23 10:33:37 UTC,0.0109,28777.160701125245,35598.9,6821.739298874757,584.27641640866852,71,4,Aprovada
1200,496,19,2015-08-15 04:40:56 UTC,0.0189,10287.984431441982,13308.56,3020.5755685580166,224.10822873892889,108,1,Aprovada
1328,483,19,2019-05-26 07:29:16 UTC,0.0156,25382.645194395784,47916.56,22533.914805604214,1125.8177457585064,28,2,Aprovada
345,17,20,2022-11-06 18:59:43 UTC,0.0115,60101.06496388089,71835.44,11734.375036119112,2003.5516918849037,37,6,Aprovada
485,338,20,2021-03-30 08:59:12 UTC,0.0246,142181.29488527964,213555.4,71374.105114720354,4019.5953118444754,84,1,Aprovada
718,8,20,2015-08-31 17:07:51 UTC,0.0198,2441.8520736264386,4169.5,1727.6479263735614,53.772477097768132,117,5,Aprovada
969,249,20,2022-11-19 02:07:57 UTC,0.0178,58196.3758356138,78917.69,20721.3141643862,1686.2492523699691,54,4,Aprovada
1059,664,20,2015-02-13 08:23:23 UTC,0.013,130742.02172765438,241005.07,110263.04827234562,7465.871642383092,20,1,Aprovada
1165,762,20,2021-09-05 10:11:36 UTC,0.0229,91244.254398946316,174521.3,83277.045601053673,2769.9799968003663,62,2,Aprovada
1366,873,20,2015-12-20 17:55:07 UTC,0.0151,70207.372305264551,86108.79,15901.417694735444,1359.3067031200299,101,0,Aprovada
140,383,21,2014-09-26 23:28:51 UTC,0.0159,124861.40738149652,189588.52,64727.112618503466,2394.4634260245693,112,1,Aprovada
867,467,21,2013-11-13 21:05:12 UTC,0.01,79939.936563537587,159313.51,79373.573436462422,2386.2889006045625,41,3,Aprovada
1158,985,21,2022-02-28 18:30:43 UTC,0.0189,82772.4171460853,128290.86,45518.442853914705,3322.0527920732025,34,4,Aprovada
1265,16,21,2022-01-29 05:42:08 UTC,0.0222,74746.448376488785,114570.17,39823.721623511206,2024.57515484576,78,1,Aprovada
1456,937,21,2013-05-14 07:59:02 UTC,0.0206,22199.416770632357,38132.46,15933.043229367644,542.06948617749822,91,2,Aprovada
1720,418,21,2011-02-01 18:03:20 UTC,0.0083,145031.99172523193,234466.3,89434.308274768046,8707.5270296286235,18,1,Aprovada
1819,930,21,2011-01-25 16:06:19 UTC,0.0152,63930.414150485856,76288.84,12358.425849514137,1337.1083773049343,86,1,Aprovada
1886,422,21,2019-08-27 10:42:26 UTC,0.0164,151729.73415940785,234388.14,82658.405840592168,3162.782184990901,95,4,Aprovada
207,799,22,2022-03-21 07:33:13 UTC,0.0112,161775.66505530674,206714.34,44938.674944693259,3199.6936796374353,75,2,Aprovada
404,47,22,2018-10-13 02:02:03 UTC,0.0113,128596.07383033521,246726.47,118130.39616966479,2431.8508825926078,81,5,Aprovada
441,831,22,2012-03-06 21:29:25 UTC,0.0128,41662.137315142179,49729.71,8067.5726848578206,967.39819768707218,63,1,Aprovada
1175,230,22,2015-05-01 17:02:44 UTC,0.0207,26189.271284222494,41339.86,15150.588715777505,600.180564289632,114,0,Aprovada
1693,171,22,2022-06-09 07:29:31 UTC,0.0172,137832.31947400921,200827.95,62995.6305259908,3895.5318454253188,55,2,Aprovada
1900,111,22,2019-10-30 05:15:55 UTC,0.0153,21407.752752725373,39079.51,17671.757247274629,404.90780852101739,109,1,Aprovada
1960,789,22,2020-02-27 11:47:44 UTC,0.0141,94618.136163466464,139340,44721.863836533543,1711.3535150721682,108,5,Aprovada
103,545,23,2020-10-12 23:19:47 UTC,0.0241,59138.71692625228,87311.69,28172.973073747722,2141.253251296072,46,4,Aprovada
212,284,23,2010-04-05 23:29:04 UTC,0.014,41714.960353079907,71742.4,30027.439646920091,7297.1120421479836,6,2,Aprovada
394,228,23,2022-01-29 18:25:44 UTC,0.0214,136501.84378922448,215503.84,79001.996210775513,6708.5145949338166,27,4,Aprovada
492,934,23,2013-07-20 14:08:38 UTC,0.0195,50523.561329702614,94411.57,43888.008670297393,1590.9688631050417,50,0,Aprovada
644,262,23,2014-05-30 21:29:15 UTC,0.0187,4841.4788677631359,6072.16,1230.6811322368637,197.93113917251688,33,6,Aprovada
646,865,23,2019-05-28 12:32:52 UTC,0.0216,56963.558085891811,79022.68,22059.121914108186,1407.5072737262508,97,3,Aprovada
1117,163,23,2022-05-31 00:13:10 UTC,0.0095,122068.51165615079,186353.63,64285.118343849215,18107.281509139364,7,6,Aprovada
1346,564,23,2019-10-16 18:06:37 UTC,0.0185,1338.9522902103076,2252.54,913.58770978969233,35.02765103062643,67,6,Aprovada
1359,178,23,2020-04-09 20:22:33 UTC,0.0227,93336.670080938318,172384.14,79047.4699190617,2742.027826979318,66,1,Aprovada
1813,607,23,2010-06-11 21:10:42 UTC,0.0155,176121.08427607355,249974.5,73853.415723926431,3554.3265572378646,95,6,Aprovada
232,31,24,2016-07-12 02:25:24 UTC,0.0206,6717.5936768673955,10247.01,3529.4163231326047,216.48057865532064,50,6,Aprovada
410,235,24,2010-11-23 13:19:06 UTC,0.0174,105045.02782503923,195552.16,90507.132174960774,18589.035898164009,6,0,Aprovada
539,66,24,2016-09-05 11:44:56 UTC,0.0192,119049.78252772024,165184.97,46135.187472279773,2661.0112364288721,103,3,Aprovada
844,103,24,2021-03-25 03:03:51 UTC,0.0244,83759.766298482369,112593.5,28833.733701517631,2245.2537994874765,100,3,Aprovada
869,742,24,2010-09-09 06:15:00 UTC,0.0116,115173.42341678232,156347.13,41173.706583217696,2327.2986662033627,74,6,Aprovada
1057,345,24,2018-12-02 11:26:32 UTC,0.0121,89573.81771175607,133208.94,43635.12228824394,1629.1282824091609,91,6,Aprovada
1089,539,24,2022-12-15 03:49:02 UTC,0.0234,188744.62859850386,235327.59,46582.961401496133,5980.0189911057532,58,5,Aprovada
1296,76,24,2019-10-18 16:45:06 UTC,0.0113,128762.55924206831,212397.11,83634.550757931676,8367.6388243340771,17,6,Aprovada
1505,8,24,2010-04-12 11:33:17 UTC,0.0219,67263.717958561814,114766.43,47502.712041438172,1865.0818154569804,72,3,Aprovada
799,618,25,2018-08-23 13:16:19 UTC,0.0179,2906.2186935526938,3695.82,789.60130644730623,62.64793963578294,100,6,Aprovada
1365,710,25,2020-04-04 01:23:26 UTC,0.0115,37744.221774948863,69065.94,31321.718225051143,713.3946929114029,82,5,Aprovada
1812,507,25,2022-04-13 21:51:20 UTC,0.0243,142957.99468593151,169267.55,26309.555314068479,9483.7003182048611,19,4,Aprovada
1852,129,25,2012-01-25 08:18:28 UTC,0.0214,50533.37423205089,59810.97,9277.5957679491112,1295.6193415298542,85,3,Aprovada
1916,649,25,2017-08-01 22:41:54 UTC,0.017,185615.91238472823,239372.09,53756.177615271772,39037.739018063359,5,2,Aprovada
1999,172,25,2018-09-23 18:10:17 UTC,0.0218,175384.0493516828,231785.51,56401.460648317217,8026.0260796819184,30,1,Aprovada
551,430,26,2013-07-10 20:41:18 UTC,0.0106,58362.563834466317,81052.49,22689.926165533689,1023.2048340941446,88,6,Aprovada
1626,513,26,2014-06-09 05:47:59 UTC,0.0086,137529.13444343585,214897.57,77368.43555656416,8730.4046659353789,17,2,Aprovada
29,538,27,2017-08-15 14:03:52 UTC,0.024,171981.10329957708,246294.43,74313.326700422927,4520.4502135172106,103,4,Aprovada
229,84,27,2015-08-30 05:42:17 UTC,0.0237,118458.2381959615,228609.83,110151.59180403849,3427.4138811072053,73,2,Aprovada
796,130,27,2013-11-22 04:33:04 UTC,0.0245,47842.7632074382,72629.65,24786.8867925618,1498.2277053826222,63,6,Aprovada
866,755,27,2018-01-10 10:51:26 UTC,0.0118,60983.757049053311,73423.36,12439.602950946693,61703.365382231968,1,0,Aprovada
1609,462,27,2014-03-22 17:34:07 UTC,0.0132,127976.6988720395,199943.62,71966.9211279605,2185.9909840856722,113,4,Aprovada
1633,777,27,2020-10-19 11:04:57 UTC,0.0148,114343.1460714719,184175.48,69832.333928528111,3675.1624257787171,42,1,Aprovada
1014,892,28,2013-06-01 16:23:06 UTC,0.0186,70984.259668490617,128636.52,57652.260331509395,1809.2189176532454,71,6,Aprovada
1027,531,28,2016-12-17 12:43:27 UTC,0.0165,88808.134946719918,155708.91,66900.775053280086,2165.3758509752197,69,6,Aprovada
1465,528,28,2020-08-01 04:30:13 UTC,0.0147,74060.9529910352,133815.42,59754.467008964813,2462.1069234080096,40,2,Aprovada
1632,353,28,2014-04-11 14:33:47 UTC,0.0163,55065.81023560722,82963.36,27897.549764392781,3393.4856033191145,19,5,Aprovada
244,897,29,2010-05-06 16:37:46 UTC,0.0193,166882.99890106142,215072.28,48189.281098938591,3779.6295485431119,100,1,Aprovada
415,809,29,2013-10-05 01:52:30 UTC,0.0147,14248.815141694919,25973.56,11724.744858305083,399.038083856728,51,4,Aprovada
661,322,29,2016-06-07 05:12:20 UTC,0.0197,27437.228354581734,41036.39,13599.161645418264,951.94530196603932,43,6,Aprovada
1490,343,29,2019-04-15 20:24:05 UTC,0.0128,64058.776936950024,81232.93,17174.153063049969,1536.0856490840804,60,2,Aprovada
1844,194,29,2022-07-31 01:48:53 UTC,0.0183,33538.98334112631,62563.05,29024.066658873693,1005.277313459853,52,3,Aprovada
344,321,30,2016-01-08 13:45:59 UTC,0.0084,106031.55394229112,131782.86,25751.306057708858,1613.4320915938565,96,2,Aprovada
717,745,30,2019-08-31 16:50:05 UTC,0.0205,160500.60346414946,205409.47,44908.866535850531,4942.3381683106154,54,3,Aprovada
1395,113,30,2012-08-21 12:34:22 UTC,0.0105,174234.15388888418,219599.1,45364.946111115838,3204.515311042343,81,5,Aprovada
1525,38,30,2010-05-11 13:57:51 UTC,0.0238,82323.933424183109,159786.54,77462.6065758169,2250.0276405102773,87,1,Aprovada
517,214,31,2016-12-16 00:37:43 UTC,0.0118,111572.82425443488,153338.99,41766.165745565107,1756.6113544908287,118,0,Aprovada
571,91,31,2013-03-12 01:04:48 UTC,0.0212,166245.3419900164,234298.09,68052.74800998361,4067.2278399046913,96,4,Aprovada
632,27,31,2018-03-08 03:56:29 UTC,0.0231,51916.820945525877,97820.47,45903.649054474125,1292.8093878560858,115,1,Aprovada
1947,25,31,2019-10-13 04:55:16 UTC,0.0155,38412.701069017654,57038.14,18625.438930982345,925.70285148018843,67,2,Aprovada
127,543,32,2010-03-30 19:16:31 UTC,0.0237,105249.31746744008,190305.51,85056.19253255993,107743.72629141815,1,1,Aprovada
241,622,32,2020-05-29 09:53:02 UTC,0.0249,138378.45239309591,210778.11,72399.657606904075,4730.20155533099,53,0,Aprovada
532,233,32,2010-06-19 10:22:36 UTC,0.0201,82398.307271821352,162916.81,80518.502728178646,1957.7403446603578,94,3,Aprovada
807,198,32,2019-08-12 10:18:04 UTC,0.0211,122758.14011022881,144641.6,21883.4598897712,7032.4850940302867,22,3,Aprovada
1307,456,32,2010-04-17 20:23:09 UTC,0.022,40720.827538882848,55404.42,14683.592461117154,981.65229261976083,112,4,Aprovada
1704,469,32,2019-12-28 08:48:19 UTC,0.0107,88559.034916665318,126308.79,37749.755083334683,4203.6055179956211,24,6,Aprovada
1801,245,32,2014-08-15 14:10:10 UTC,0.0106,113789.99089032557,164380.18,50590.189109674429,2116.7860999587319,80,1,Aprovada
330,621,33,2017-11-10 20:03:05 UTC,0.0164,11082.097743858196,16645.08,5562.9822561418059,297.58835315141215,58,4,Aprovada
367,119,33,2018-05-20 15:41:42 UTC,0.0159,146630.94054046203,184393.24,37762.299459537942,3635.272817945176,65,2,Aprovada
611,483,33,2016-07-30 09:42:14 UTC,0.0119,137328.7236164186,179932.71,42603.986383581381,2381.19433551641,98,3,Aprovada
630,507,33,2018-09-14 07:13:05 UTC,0.0173,117524.96272358116,153134.66,35609.697276418839,2389.1387725260261,111,2,Aprovada
1273,879,33,2017-10-18 23:41:49 UTC,0.0162,46211.829308400323,73390.74,27178.910691599685,905.7717200577257,109,4,Aprovada
1761,754,33,2019-06-28 21:41:31 UTC,0.0184,99966.568996285234,196939.35,96972.781003714772,5566.6249500269287,22,6,Aprovada
30,597,34,2015-06-12 18:00:04 UTC,0.0198,6994.2710012994894,12559.56,5565.28899870051,660.563356722303,12,0,Aprovada
652,820,34,2017-10-21 01:53:05 UTC,0.018,134896.61086370656,235065.04,100168.42913629345,3213.1040607472978,79,1,Aprovada
910,674,34,2022-04-23 03:15:25 UTC,0.0236,15301.504985701948,19535.75,4234.2450142980533,4053.705325967961,4,3,Aprovada
942,996,34,2017-07-17 01:38:56 UTC,0.0208,27171.221183456171,39834.81,12663.588816543826,1825.1503974325476,18,1,Aprovada
1329,408,34,2012-12-24 15:49:55 UTC,0.0114,66375.2907040045,93476.75,27101.459295995508,1723.47206386988,51,0,Aprovada
1449,86,34,2010-11-19 22:12:37 UTC,0.0167,71251.064826211863,96174.12,24923.055173788136,1592.7402031797869,83,3,Aprovada
625,928,35,2010-06-07 18:21:16 UTC,0.0143,96230.699350247727,164544.85,68314.150649752279,16850.671177134656,6,2,Aprovada
773,853,35,2015-10-30 01:22:06 UTC,0.0152,52439.145419536333,98620.47,46181.324580463668,964.73123666372169,116,1,Aprovada
1150,448,35,2011-01-17 21:57:55 UTC,0.0239,177185.44668077613,228871.58,51686.133319223853,9496.3184216810751,25,5,Aprovada
220,348,36,2011-04-20 11:20:44 UTC,0.0167,140109.12196060515,206360.66,66251.538039394873,2914.9007460558573,98,4,Aprovada
531,350,36,2022-07-22 20:55:01 UTC,0.0219,30191.2069366187,41208.08,11016.873063381303,1294.5193463559528,33,2,Aprovada
1228,178,36,2020-07-13 08:18:58 UTC,0.0175,121580.95305221972,150264.55,28683.596947780268,3423.470169846873,56,6,Aprovada
